reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,label
A1TPW86OHXTXFC,1573629723,prisrob pris,"[1, 1]",The Last September is set during the 1920s in County Cork where Sir Richard Naylor and his wife Lady Myra live in the grande but decaying manner As we observe the paint peeling boards rotting but the tradition of EnglishIrish snobbery lives on House guests are invited and enjoy themselves while the British army troops patrol It is the time of the TroublesSir Richard played by Michael Gambon and Lady Myra played by Maggie Smith are the owners of the manor She notices that her niece Lois played by Keeley Hawes is sweet on Gerald Colthurst played by David Tennant  a British captain Lady Myra warns her niece that the match wont do Butwho knows what Lois has in mind She is also interested in the Irishman who is killing the local English army It is a mess and the saving grace of this film is Marda played by Fiona Shaw She is an older woman just at the age of becoming an old maid but has found a man to marry He has money and will keep her comfortable She is smart and saucy and keeps the film alive It is both Marda and Lady Myra who run the film Maggie Smith is as always the thrust of the film It took their performances to keep this film aliveRecommended prisrob 051414,4.0,The Performances Kept It Alive,1400025600,"05 14, 2014",6
A3P4FKJQQ1WE0,B00008CMSU,David,"[4, 6]",The Other Side of Heaven has a lot to admire in it Great cinematography pretty good acting a fine score and a great book to based on In The Eye of the Storm now renamed The Other Side of Heaven However it is not a perfect movieMitch Davis has done a good enough job with the screenplay but the man needs some help directing Sure the performances are fine but the pacing needs some serious help Its the same mildmannered pace from beginning to end Even in the face of danger we are faced with the same pacingAnd when watching this you have to wonder if this is a step back for LDS stories on the silver screen Richard Dutcher has created hardcore and GRITTY films about a faith that is overall a mystery to the majority of the earth even to many of the members No grit in this movie though Its the same peaceful feeling from beginning to end Too badBut with all of these problems it was still a very entertaining movie The young man who played Feki sorry I have forgotten his name was very entertaining and I found Christopher Gorham to be completely charming from beginning to end Anne Hathaway served her purpose well though her part is very limitedIt was a good enough movie but you have to wonder if its a step back for religious filmmakers,4.0,A Step Back,1019260800,"04 20, 2002",6
A1AISPOIIHTHXX,B00005JMEW,Cloud ,"[1, 2]",Selfproclaimed film geek Quentin Tarantino has had the idea for Kill Bill since the days of Pulp Fiction So he finally releases his film split up into 2 halves either for money reasons or for lengthId say both And youre watching it with almost a sense of parlor game was that a shot from an old japanese movie Isnt that split screen a Brian de Palma thing And yet the film entertains despite the fact theres many things that you would think would stop you from being entertainedThe plot of the film and the second can accurately be described in one sentence a woman and several others are killed during a wedding rehearsal only shes not dead and she vows revenge on those that did her in Thats it Youre not going to get any more complicated than that What fills in the film and the second one is how shes going to accomplish it Whether its through getting a sword made by a legendary swordmaker or getting training from a cruel teacherseen in part 2The film does contain many memorable moments Theres that big long shot as we follow Uma into the washroom then follow 2 people down a hallway then into the main hall then follow a different woman back into the washroom in a single take Theres that beautiful snow garden at the end and the anime sequence which goes into detail about one of the assassinsand oddly enough the only one of 4 assassins to get anything resembling a backstoryAs usual Quentin doesnt like to follow typical storytelling laws Reservoir Dogs was in flashbacks and Pulp Fiction was told out of order Here its divided into chapters So we open the film with the Bride getting her wouldbe fatal bullet then we fight one of the assassins in the home which actually took place after the assassin at the end of the film And it would make sense since the first assassin is more movielike in its grandeur than a simple house fightOne problem is that theres parts where it just seems like theyre really piling on the cool Many of the famous and oftquoted lines from Pulp Fiction were just general conversations like the royale with cheese line and even the say what again part Here the whole thing about the Trix rabbit line just seems to be put there for no particular reason but to be a little pop culturey in the filmId like to recommend the film because it does entertain if you can get past certain issues but be warned most likely theres going to be a Super Duper Special Ultra Edition someday with both movies edited into one big long epic with extra bonus stuff instead of what we do getoooh a concert by that annoying japanese surfpop group in the film what fun But still its a film made by a guy who knows his stuff just doesnt know how to make it his own,4.0,Either its a tribute to film genres or the biggest copying job Ive seen,1123286400,"08 6, 2005",6
A3Q9SC3WO1GO33,B0085A9HXS,,"[0, 0]",Iko Uwais is the one to look out for in the coming years with his great work in The Raid films and Gareth Evans sure as hell knows how to make and shoot action films,5.0,The Start of One of The Greatest Martial Arts Trilogies,1405468800,"07 16, 2014",6
ACXHNOC6L8LUO,B00005B6L6,Artist  Author,"[6, 6]",This movie works for families interested in movies depicting traditional family values because Ossie Davis and Ruby Dee as the grandparents show so much love for each other their orphaned grandson and others  Young Jason has a double role  on one hand he is the catalyst that helps their grandson get past his grieving on the other he reminds Mack of an incident predicated on racism but in reality was just plain bullyingIt also helped for me as a childhood fan of the 1950s Chicago cubs that the great Ernie Banks was Macks old friend  All the boys on our old Little League team dreamed of playing baseball like Mr BanksThis is a wonderful family movie about baseball boys facing the past sticking with ones gut feeling and learning the facts consideration and the lack of it for some for other peoples feelings history of racism and for learning some baseball history  If you have Little League age boys or girls you can safely watch this movie without fear of violating any traditional family values,5.0,A Wonderful Little League story,1136073600,"01 1, 2006",6
A11PTCZ2FM2547,0790729369,D Mikels Its always Happy Hour here,"[1, 2]",Clint Eastwood has some range  There I said it  Hes not just some sneering tough guy getting ready to punch a thug in the mughe can play a softspoken artistic touchyfeely guy and he proves it with THE BRIDGES OF MADISON COUNTY a film he also directs  This guy does it all  And his romantic counterpart pray tell  Meryl Streep  Nuff said  You know this film is going to contain some powerful performances before the very first frameBut what I really love about this movie are the various flash forwards when the film jumps from the Sixties to the present as Streeps characters children Annie Corley and Victor Slezak read and discuss their mothers memoirs  In essence they learn of their mothers passionate affair simultaneously with the viewer and its a marvelous dramatic device  We all watch as lonely Francesca Johnson home alone while her husband and children are away for the week at the state fair falls deeply in love with National Geographic photographer Robert Kincaid on assignment in Iowa to take pictures of the local covered bridges  And as reason and fidelity and duty eventually give way to emotion and passion we are all reminded of the total fragility of the human condition  Eastwood and Streep are marvelous together their chemistry sparks this very tender love storya love story with farreaching consequences for all the films characters  The climactic scene when Francesca must choose between family and love is worth the purchase price alone THE BRIDGES OF MADISON COUNTY is a beautifully crafted exceptional filmD Mikels Author The Reckoning,5.0,Exceptional,1285200000,"09 23, 2010",6
AWD1KWPZTKOAI,B001OQCV6A,Julie Sheehan JAS,"[1, 1]",This movies is exceptional  I love it  Robert Downey Jr could not be replaced  PERFECT part for him  Comical and drama  Hope they keep making these Sherlock Holmes movies,5.0,DVD,1358553600,"01 19, 2013",6
A1DMYUSXX77JEW,1417065818,Robert Bauer,"[1, 2]",ET could be Steven Spielbergs crowning achievment A perfect film from start to finish Fantastic combination of acting special effects comedy tear jerker all wrapped up in one I first saw it on its initial release and always loved it Now on its 30th anniversary Universal and Mr Spielberg have fully restored the original 1982 version The film was rereleased in 2002 with altered effects which were later dismissed by the director himself as simply wrong The guns by the agents were replaced with walkie talkies and some footage was also altered Now the original version has been fully restored and remastered for optimal HD video and sound quality Wisely the reissue version has not been included here As far as the sound and picture are concerned you will never see ET look better than this The video is just a tad soft in a few spots but for the most part the video hits the mark Abloutely no blemishes or artifacts are noticeable beautiful color and detail just the right amount of grain a beautiful video to behold I cant picture it looking any better than this However because of some slight softness it gets a 4 our 5 stars The 71 surround sound audio however is absolutely perfect All 7 channels are used subtly but effectively John Williams score sounds clear and full a nice amount of surround effects clear dialogue Perfect A 5 out of 5 there The package includes a couple of brand new features plus a good amount of older extras carried over from the previous Dvd version The steelbook is a limited edition and it carries the bluray plus a regular dvd of the movie This is a must for movie lovers and a beautiful addition to any bluray collection Once again not 100 perfect but very close I highly recommend this bluray,4.0,Close but not perfect,1352160000,"11 6, 2012",6
AI9GAZ416TIM1,6305110859,Sandra Mitchell Sandra Mitchell,"[0, 0]",Sabrina is the cute story of a chauffers daughter who witnesses the fun and fireworks of high society life from the shadows of her fathers garage where he is in charge of the Larabys automobiles  In this charming tale Sabrina played by Audrey Hepburn is supposed to be somewhat of an akward ugly duckling but there is nothing ugly or akward about Audrey She does an outstanding job playing a confused deprived young girl until she is sent off to Paris to get over her crush on the younger of the Laraby brothers David  When she comes back as a distinguished womansparks fly in a bizarre love triange that is nothing short of amusing and spectacular  This is a classic romantic comedy that has withstood the test of time,5.0,Audrey is no Ugly Duckling,994032000,"07 2, 2001",6
A3QAYGJEL6YWV4,B001G0MFPG,DL3377,"[6, 23]",The best seasons of this series are the third through the sixth Subsequent seasons become less about the drama of the JAG and more of an ongoing soap opera about the lives of the individual members and seem to be searching for a focus This series ended none too soon,2.0,The series continues to decline,1251504000,"08 29, 2009",6
A350AS5CUDC6GW,B0000DZTN0,james d leverton,"[17, 19]",To those reviewers who have given this DVD a  rating because it isnt advertised as being in widescreen rest assured  I have this DVD and I must assure everyone that it IS IN WIDESCREEN and the DVD transfer print is crisp and technically superior  Believe me Im with all of you about Disney blowing it with most new releases but quotNow You See Him Now You Dontquot quotHerbie Rides Againquot and quotThose Callowaysquot are all available in widescreen so please buy these up and send a message to the Disney doltsAs for the film quotNow You See Himquot is the second and best in Disneys college quotformulaquot series starring Kurt Russell as science student Dexter Reilly the late great Joe Flynn as hapless Medfield Colleges hilariously uptight Dean Higgins and the late Cesar Romero the Joker in the quotBatmanquot TV series as crooked banker AJ Arno  In this version Dexter stumbles again into an invisibility formula that Higgins enters into wealthy philanthrophist Forsythes the late great Jim Backus science contest whose award money will pay off Medfields mortgage for another year  Unfortunately Arno wants the college land to open up a casino so when he finds out about the formula he decides to steal it in order to assure the college will go into foreclosure  So essentially its the same plot as the other two films in the series but the silliness just seems fresher and better paced this time  And the invisibility effects are impressive for the time although next to quotHollow Manquot theyre pretty weak although quotNow You See Himquot is ten times better than that horrible Paul Verhoeven botch  Especially engaging is a madcap chase sequence involving an invisible carThe cast is terrific  Flynn Romero and Backus give their all to enliven paperthin characters and Michael McGreevey is memorable as Dexters dimwitted friend Richard Schuyler  But this is Russells film the whole way and its easy to see why he is one of the few former child actors to have a vital and important adult film career  hes charismatic and wonderful in his bestknown Disney role and gives his all to assure a good time is had by all  Special credit also to director Robert Butler and composer Robert F Brunner who contributes another of his bouncy 70s Disney scores which are much more entertaining than a lot of the heavily orchestrated pretentious and forgettable Oscarwinning scores of the eraquotNow You See Him Now You Dontquot isnt representative of the best Disney films but it is funny and fastpaced and refreshingly free of offensive racial stereotyping which marred many a Disney film of the time including the sequel quotThe Strongest Man in the Worldquot  And finally one of these films gets a decent DVD treatment although the other two films in the series quotThe Computer Wore Tennis Shoesquot and quotStrongestquot are only available in tired fullscreen printsBut at least they got this one right,4.0,Good news it IS in widescreen,1084924800,"05 19, 2004",6
A2NK14TYD5GJSZ,B004FZWDTC,Colin Poole,"[0, 0]",I love this motion picture because its hearttouching When you are always waiting for something to change in your life someone special will appear in front of you someday,5.0,Clannad,1354320000,"12 1, 2012",6
A2VJC1CIOKUMTO,B000G0O5F0,Daisy Lynn,"[0, 0]",My son loves this video  He kept watching it over and over and is trying to use the potty more often,5.0,Elmos Potty Video,1306800000,"05 31, 2011",6
A5PZZX2VDVBUW,6302503493,Minnita,"[3, 4]",I love this movie The acting is good The special effects arent bad for the time It actually has a plot unlike many current scary movies Its part mystery part ghost story I wish there were more copies available,5.0,Creepy Good,1313193600,"08 13, 2011",6
AWTTJQKSY7TN0,0788860704,Jackist,"[0, 0]",This product is Fantastic Even though theyve shortened the title Its The Real Thing Even though I live all the way in Australia and this item had a shipping wait on it it arraived within a month and about 27 days before the estimated arrival date The shipping probably doent have everything to do with this product or even Amazon but its still Good Very Good Product Brand NEW BUY IT,5.0,Aslans on the move,1294704000,"01 11, 2011",6
A2HU5ACWU0QTDR,B000087F7A,Vivian,"[1, 1]",I loved the book and read it twice as well as have shared if oftenThe movie can only be followed it you have read the book firstOnly then will you understand how much the creators worked hard to do justice to the beautiful writingI have gifted them as a companion pieceenjoy enjoy,5.0,Beautifully Done,1299456000,"03 7, 2011",6
A2O0LIVTTFU75I,B0000A9GHP,W Mianecke,"[1, 2]",This just PALES at times literally in comparison to some other horror anthology films of its day Nearly everything is uninspired and the actors dont seem very invested in the material No one is SEIZING the role and making the horror funscary There are ALMOSTS such as Jon Pertwee but the material and the direction dont enhance them I will say this it was sort of worth it to hear Pertwee say schmatte and I wont spoil what I considered the one successful standout scene except to say it was one of the best ohnoisthisreallyhappening EC Comicstype film sequences ever Too bad its preceded by hohum horror,1.0,about as entertaining as watching paint dry on the house,1384128000,"11 11, 2013",6
A1EGZYG8PC51U5,B000ASATHG,D Wilson SonRisedInTheEast,"[8, 14]",One Dark Night or Mausoleum as I remember it from my VHS video store youth stars a prepubescent Meg Tilly sans cleavage being put up to staying in a Mausoleum for One Dark Night nice huh where recently deceased master of telekinesis and lifeenergy vampire  Raymor has just recently been entombed  Okay so unless you remember this as a kid and are sentimentally attached OR like your Horror on the extremely light side as in no blood no guts no death no swearing no nudity and no scares this probably wont do much for you on the other hand if your Grandparents are throwing a spooky Halloween party then this is a fairly safe choice for the old DVD player  Taking place almost entirely in a mausoleum does provide some nice atmosphere but unfortunetely its wasted with an overlong build up over an hour before anything really happens and special effects that make your local seasonal High School haunted house seem frightening and realistic in comparison  I dont have anything against a good slowburn type of film but after investing in a movie for so long it has to deliver in the end this one doesnt  For those of you out there that do like the movie this release from Shriek Show is quite a treat  Although their cleanup and presentation is rarely up to the standards of some of their competition Anchor Bay Blue Underground Dark Sky etc they have more than made up with it in the bonus features provided including a directors cut  If you truly want a good time hanging out in a burial tomb Id recommend giving the Phantasm movies a try instead of this especially Phantasm 2 which unbelievably cant find a region 1 DVD release while One Dark Night gets the 2 disc special treatment WTF,1.0,Watching One Dark Night will make for one dull night,1195689600,"11 22, 2007",6
A1DSOXI06BJ4ZW,B000LC4Z8K,,"[1, 1]",I had waited two years to get this movieI am thrilled that I finally got itI also have the whole seriesthank God,5.0,Again this is a great seller,1210291200,"05 9, 2008",6
A2CNERN52PN1PC,0792101324,Eric J Mazun Eric Mazun,"[0, 7]",This movie honestly sucked so bad I dont have words to tell you how bad it was  I made a poor choice referring to buying this product,1.0,sucked,1376092800,"08 10, 2013",6
A294DWRBQUOIK4,0788816454,Aaron Newlands Sithgod,"[0, 1]",this movie is just for fun there are no wild plots nor amazing acting or special effects just a few laughs along the way which is really what the film was made for,3.0,just for fun,948758400,"01 25, 2000",6
ASSU0CXA7ZCZK,B000JMKKXG,Julie,"[0, 0]",I have many Firm workout videos led by Tracie Long  She is definitely a favorite of mine  I recently came across this series even though its been out for a while  It sounded different so I decided to give it a try  I purchased all 4 in this series  So far I have only done this video one time but I definitely felt the burn  I have been working out steadily  5 days a week  for just under a year now  This workout has different moves and its challenging  I plan to add this video and the others in the series to my regular rotation I like that there is a lot of focus on the core in these workouts  Tracie is an excellent instructor and is the best at giving cues in my opinion,5.0,Definitely felt the burn,1362528000,"03 6, 2013",6
ATN00L5G23ZPP,630586988X,Zorrito53 Zorrito53,"[5, 12]",I purchased this DVD because I am building my Zorro collection However the sound quality is equivalent to an amateur learning the basics The actorsactresses are of the wrong cultural background Really blondes talking with a Mexican accent Too stereotypical There is no acting whatsoever just a bunch of gringos dressed in the old California style moving in front of the camera This movie is far worse than a B production If you are a teenager who has never seen a naked woman you might get something out of this fiasco production As for me I would not spend more than 250 on this DVD I got totally burned,1.0,good example of what NOT to buy,1127088000,"09 19, 2005",6
A20TMO208EN91N,B00164KYV4,Sharon Collins,"[1, 1]",This one I would purchase It is an all around great film about relationship building finding love and having the support of family and friends all in a silly  sometimes whacky environment but it all makes sense 34Hes Just Not That Into You34 will make you laugh or possibly cry because the characters are believable and likeable with the extreme capability of drawing you into their troubles The film comes full circle and there is a happy ending I truly enjoyed it and think you will as well 5 StarsSKCMarch 16 2013,5.0,One of the best from Jennifer Anniston,1363392000,"03 16, 2013",6
A3081Z4P774YR4,B00005OBB9,rsmon77,"[34, 42]",Being a fan of quotThe Matrixquot getting this DVD was a nobrainer for me  The 2hour documentary goes into an insane amount of detail about the conception and making of the film and gives you a little tease about the upcoming two quotMatrixquot films and even talks about the films website the upcoming animated quotMatrixquot shorts and even has a few little surprises wander through the menus for that  But the documentary alone is worth the price of admission here,5.0,A superb documentary and much more,1006560000,"11 24, 2001",6
A1OQ0I8SQDQEM0,B000YOX3HE,,"[0, 1]",Im not a rabid fan of Family Guy  too often the jokes seem forced or are so surreal that I cant laugh But this pastiche of Star Wars was obviously such a labor of love for the writers The incorporation of the various FG characters personalities was seamless Macfarlane breathed new life into Star Wars mania,4.0,A very clever pastiche,1201478400,"01 28, 2008",6
AS5WZV6SBZAAK,630478578X,The Blue Raja,"[5, 5]",I wish they would put this on DVD  I read other reviews saying things  like Hoffman provides an quotinsectquotlike portrayal of Willy  well I think its PERFECT  The chemistry between all the actors in this  is incredible  I find it unfortunate that the popularity of this movie  seems low since many think Hoffmans shining moment is quotRainmanquot  or something though he was good in that this is an ultimate  performance  I particularly enjoy how the quotlivequot stage feeling  is used throughout the production and you the camera are taken in to the  Lowman homestead  I get chills EVERY time I see the climactic scene in the  kitchen and also the scene when Malkovitch grabs Hoffmans wrist amp  says quotstop yelling at herquot  WOW 5 stars for a stunning  performance by all  Not a upper kind of film but certainly a deep and  reflective one,5.0,A stunning performance a MUST see,961200000,"06 17, 2000",6
A2JFKSHR0WQB8C,0790748207,QuickSilverSeven,"[2, 2]",House on Haunted Hill is your standard group killed off one by one but no one knows who it is ghost movie and on that level it works despite having been there done that With that said there are decent performances but what really saves this film is the horror visuals and special FX which are a little trippy considering a asylum doctor who appears on the monitor and his head flicks back and forth very quickly Yes it was based on an earlier work but it works well here along with the basic gore FX and dark castlemansion settingThe pace is decent and there are some memorable kills Ive seen worse and at best this is a slightly above average ghost film,3.0,There are some nice horror visuals here and the story isnt too bad,1156982400,"08 31, 2006",6
A2W6SI073FIRMA,B000ES14I0,KlownArt,"[0, 0]",I have been a wrestling fan since 1996 and have watched all kinds of wrestling I have a wrestling DVDVHS collection spanning over 50 all together This is the most complete and accurate review of this DVD you will find I hope you find this review helpful remember to vote helpful or not helpful NoteEach DVD I review has a Match of the DVD award somewhere in itTNA Lockdown 2005Lockdown is TNAs all cage PPV Every single match is contested inside of the demonic Six Sides of Steel TNA took a big gamble on this first Lockdown PPV but it turned out to be one of their most successful PPVs they show each year This show is packed with great matches and I suggest that any wrestling fan buy itDisc 1Six Sides of SteelSonny Siaki  Apolo VS Chris Candido  Lance HoytChris Candido breaks his leg seconds into the match This leaves Hoyt to fend off both Siaki and Apolo Hoyt does a good job of keeping this entertaining but its just a short simple openerRATING 710Six Sides of Steel Prince of Darkness MatchDustin Rhodes VS Bobby RoodeThe Prince of Darkness Match plays out like a 23 falls match would The only difference is that if it goes to a third fall both men will be blindfolded The first two falls arent bad and has some fairly entertaining wrestling Once the third fall comes into play the match is just as stupid as you would expect Its really obvious that both men can see anywayRATING 410Six Sides of Steel Xscape MatchChris Sabin VS Matt Bentley VS Sonjay Dutt VS ShockerId like to start this off by saying Shocker sucks He is sloppy and cant wrestle at all At least thats what he shows in this match Sabin does a very good job in this match and does one of the best Liger Bombs Ive ever seen Trinity does a huge Moonsault off the top of the cageyes TrinityRATING 7510Six Sides of Steel Tables MatchJeff Hardy VS RavenIf you love highflying brutal action you are going to love this match Jeff Hardy flies off the Steel Cage twice in this one Raven dishes out some punishment as well There are a good number of screwups that bring this match down thoughRATING 8510Six Sides of Steel Strap MatchNWA World Tag Team ChampionshipsAmericas Most Wantedc VS Team CanadaDespite this being a Strap Match the straps rarely come into play and are just weapons that are used periodically throughout the match Chris Harris is trapped outside of the ring by A1 for the majority of the match With Harris trapped Storm gets beat down for a while inside the cage Nothing really happens until Harris finally enters the Cage If you want a great Tag Team Steel Cage match check out Triple X VS Americas most Wanted fromTNA Turning Point 2004 Destiny AwaitsRATING 6510Disc 2Six Sides of SteelX Division ChampionshipChristopher Danielsc VS Elix SkipperFormer Triple X teammates take on each other for the X Division Championship The match itself was pretty good with its good high spots Daniels is working on the shoulder of Skipper for most of the match They are also playing off of the fact that they know each other so well Skipper takes a huge dive off of the Six Sides of SteelRATING 7510Six Sides of Steel Lethal LockdownDiamond Dallas PageSean WaltmanBG James VS Jeff JarrettMonty BrownKip JamesWaltman and Jeff Jarrett start that match After 5 minutes another competitor would enter the match Every 2 minutes after that another person would come in This isnt like the Lethal Lockdown you would see in later Lockdown PPVs likeTNA Wrestling Lockdown 2006 There is no roof with weapons attached to it This is just a big brawl inside of the cageRATING 810Six Sides of Steel Match of the DVDNumber 1 Contenders MatchAJ Styles VS AbyssAJ Styles can wrestle any type of wrestler and put on an amazing show He takes Abyss to the limit They begin by Styles diving through the door to the outside onto Abyss After that these two brawl all over the iMPACT Zone Styles gets busted open early by due to a wicked attack with the Steel Cage door Styles hits the Styles Clash on Abyss into thumbtacks The ending is insaneRATING 1010Extras IncludeReplays of Moves throughout the ShowBackstage View of EntrancesChris Candido Tribute IncludingChris Candido  The Naturals VS Elix SkipperPetey WilliamsMikey BattsThe Naturals wChris Candido VS Americas Most Wantedc NWA Tag Team ChampionshipChris Candido hosts Xplosion,4.0,First Ever All Steel Cage PPV,1211760000,"05 26, 2008",6
A12X2J7AVZ04IQ,B000IJ7AGK,R Gawlitta Coolmoan,"[31, 31]",Both of these films have been in the public domain for a while and really lousy video  DVD transfers have inundated the shelves cheap quickies with poor picture  scratchy sound Both films are classics and deserve a treatment as good as this if not better I enjoy  And Then There Were None maybe a little more The very stylish director Rene Clair assembled a cast of reliable supporting players including Barry Fitzgerald Walter Huston Judith Anderson Roland Young etc and they are in confident command of the wonderful Agatha Christie material The Most Dangerous Game is also terrific at only an hour long it is suspenseful and the entire cast is marvelous Joel McCrea Fay Wray Leslie Banks Robert Anderson You could do a lot worse than to purchase this fine duo by Marengo Films,5.0,Finally a decent transfer of these films,1164153600,"11 22, 2006",6
A22HA2PPQBJZ5X,6305171769,Josh Murray,"[0, 0]",There isnt one that sucks This is probably the one that I least like of the whole series besides HAlloween 3 and I do like Halloween 3  It still deserves 5 stars ,5.0,All of the Halloween Movies Rule,923529600,"04 8, 1999",6
ACIBQ6BQ6AWEV,B00001U0E0,Gary F Taylor GFT,"[6, 7]",In the normal scheme of things I would have given this bit of schlockhorror two starsand that would have been on a good day But THE MASK has two things going it for it it has 3D and a cheap purchase price  The entire film seems to have been created purely in order accomodate the 3D effects  A psychiatrist Allan Barnes has a homicidal archeologist patient who swears up and down that he was just fine until he put on an ancient Indian mask the local museum dug upand now under the masks influence he has fearful fantasies nasty nightmares and dare I say it the urge to kill  Our intrepid analyst doesnt believe a word of it so the archeologist goes home and kills himself but not before mailing the mask off to the doctor who failed him  Does the doctor put on the mask  Since weve only gotten about fifteen minutes into the movie he darn well betterEach time the doctor puts on the mask he has the same fearsome fantasies and nasty nightmares as his deceased patientonly now we see them and THEY ARE IN 3D  Now the video comes with all sorts of warnings that everything from visual impairments to bad color settings on your screen will affect the effect so youre pretty much on your own here  For myself I found it worked pretty well as long as you were watching the movie in a pitch black room  But the fact that the movie is sometimes in 2D and sometimes in 3D has a peculiar result its fun to put the glasses on and off but it takes a few minutes for you to begin to read the film as 3D and then when you taken the glasses off to see the 2D part you feel slightly askew because youre still sorta seeing red out of one eye and blue out of the otherSeveral reviewers have commented that they found parts of the film pretty creepy and the 3D sequences really imaginative  I myself thought the whole thing was about as frightening as a box of dry cereal and the 3D bitsthey were fun enough but lets face it this aint no CREATURE FROM THE BLACK LAGOON  And unlike another reviewer who said he got FIVE sets of glasses with the video I only got TWO and that sorta killed any ideas I had for using the film as a party flick  Still the tentofourteen year old crowd will get a kick out of it and its all just silly enough for grown ups to find mildly amusing too  So PUT THE MASK ON NOW and have some foolish fun,3.0,PUT THE MASK ON NOW,1015372800,"03 6, 2002",6
A3TD5IV1HUG7M,0792153189,Sean Patterson,"[0, 3]",Deep Impact is nothing you havent seen before Its the typical lousy disaster film  excluding Poseidon Adventure and Towering Inferno  The relationships of the characters are typical stories of love found love  lost  and love found again The performances are average the script is  dull and the direction is subdued What can you say about a film that  tries to tell the audience that the coast of Virginia looks like the  mountains of California People were about a half an hour away from  Virginia Beach when the asteroid hit and they were able to run to the tops  of mountains more than an hour away in ten minutes Thats what I call bad  film making,2.0,Mediocre disaster film,945907200,"12 23, 1999",6
A2RILKTE950ML1,B00006C7G9,Anthony D Wingate,"[0, 0]",A historical classic in my book I have watched many historical docudramas in my time but this is one of the alltime greatest With excellent production direction and the equipment it takes one through a journey through what was the closest thing to hell one could imagine a journey that a group of men took on like many more of their generation when their country and the world called on them The range of emotions one can feel if they allow themselves to really get into the story is like a roller coaster ride It can also leave one with a great appreciation for all of those that rose to the call at a crucial time in our history as well as the whole world,5.0,A Historical Classic,1405123200,"07 12, 2014",6
A21UJC5KY252WS,B004UQPM4E,Oliver CS Carl Guy,"[9, 30]",You have to buy EVERY superman movie Including 3 4 and Returns which are terribleThats really sad The Theatrical Cut of Superman is an iconic classic but the extra stuff that Donner added the cheesy Lois Lane jokes the lame action sequence at Luthors lair really detract from the originalSometimes cuts are good cutsNow you CANT get the original theatrical cut of Superman unless you have an old Laser Disc player The original cut was BETTER Better flow less stiff bad jokes and act three really cookedI will NOT buy all of these terrible superman films just to get that original Superman cut Ill wait,1.0,so to get the original theatrical releases on Blu Ray,1314921600,"09 2, 2011",6
A12M12YZVDL6DG,B004XCM89M,Daniel Rousch,"[2, 3]",i think this is one of the MOST FUNNY movies i have seen in a long timeat its heart is a good dungeon and dragon sword and sorcory rompmagic monsters swords and demonsit is also a perverted hysterical take on those very convensionsbe aware it is VERY ADULT HUMOR  no nudityENJOY,5.0,movie,1318982400,"10 19, 2011",6
A3JRXFN19FA6CH,630300413X,crystalblue_teacher,"[0, 0]",The movie will leave you speechless and on the edge of your seat  Who what and where are the questions,5.0,Mindless,1361923200,"02 27, 2013",6
A2RQ0AT4XZUIXL,B0001ENX5E,Dr Cathy Goodwin,"[1, 1]",As a career coach I naturally get curious about the way these four girls balance their busy professional lives with their even busier social side  Ultimately I believe their social lives actually enhance their careers  Too many people get so careerfocused that they actually implode  No matter what happens on the job these women seem to say they have a lifeSeason Six shows the four girls growing up Samantha is well into her forties with the soul of a twentysomething  We see her playful side when she sneaks into an exclusive club to get access to a swimming pool and when she goes wild over a younger man  and maybe falls in loveCharlottes religious conversion is handled tastefully and respectfully and we see a lighter side of Charlotte with her delightful new husband Harry  IMiranda too shows increased complexity as she falls in love with a new neighbor but recognizes where her heart really belongsAnd like many reviewers I loved Carries lost shoe story I love the way she didnt back down when she asked for money  and found a graceful way to get what she wanted  What I picked up was not so much the lifestyle resentment how could she spend 485 on one pair of shoes but the obligations of single people to buy gifts to honor their married friends special occasionsBut you cant miss Carries mistake with Big Either she needs to back off or she needs to read between the lines He doesnt wear his heart on his sleeve  Hes older and more sophisticated  in fact at times Im surprised hes still eligible  But he obviously cares for Carrie and their chemistry creates visible sparksThe DVD set lets us hear voiceovers and my complaint isnt about price I wanted more directors commentary I realize a busy producer has other things to do  but his insights add considerably to a highquality show  This set includes a presentation at a museum seminar where each actor talks about her character  Not very deep but fun to see the actors out of role  Theyre highly intelligent likeable womenA bit of bias  Cynthia Nixon graduated from Barnard my own alma mater Perfect choice to play a Harvardtrained lawyer,5.0,In a wordwow,1085529600,"05 26, 2004",6
